objectid,title,creator,date,description,collection,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,extra
em_126,Multimeter,Radio City Products Co.,,,Electricity_and_Magnetism,,Storage Location H6a,,,,em_126,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/5e6a0a2ed7a8bb6477ad0c40e18013d7339bdd28.jpg,,,,,
em_127,Ammeter Shunt,,,,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_127,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/344d40c502645457f945fa2c748daed09b6a213b.jpg,,,,,
em_128,Voltage Reducer,,,,Electricity_and_Magnetism,,Storage Location H6a,,,,em_128,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/917a7b8615e897c2c9b8f3b1465df43455440723.jpg,,,,,
em_130,VoltOhm Meter,Radio Corporation of America,,,Electricity_and_Magnetism,,Storage Location H6a,,,,em_130,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/c14d0f3203f88c793f41878a83ea27fd76cb9039.jpg,,,,,
em_131,Voltohm Meter,Radio Corporation of America,,,Electricity_and_Magnetism,,Storage Location H6a,,,,em_131,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/67c68a5f53a60829d340c245caa09cf5a1f2149b.jpg,,,,,
em_132,AC Voltmeter,The Heath Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_132,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/9f8fc1c9ac13205d7ad145705d44ef89565b612b.jpg,,,,,
em_135,DC Voltmeter,Yokogawa Electric Works,,,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_135,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/9a979bf77c0142afe88ecb6ba0f8f1e556bc0a58.jpg,,,,,
em_137,AC/DC Voltmeter,Westinghouse Electric Corp.,1905,,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_137,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/07de2c13d467fdc1d27da27f632feb155e296cfe.jpg,,,,,
em_138,Millivoltmeter,Whitney Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_138,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/778dcd2dd48b83801ba1d91fc10d065043248c4e.jpg,,,,,
em_139,MilliVoltmeter,Weston Electric Instrument Co.,1931,,Electricity_and_Magnetism,Analog_Meters,Storage Location H2b,,,,em_139,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/cfd604f85fa90bb58945bbe27f038d1098420305.jpg,,,,,
em_140,Vacuum Tube Multimeter,The Heath Co.,,,Electricity_and_Magnetism,,Storage Location H6a,,,,em_140,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/c713460f95a6d4f48ce615294ff13698f6174315.jpg,,,,,
em_141,AC Voltmeter,General Radio Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_141,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/cfa265b819ef698c08f1b6f734423a70bdac69b9.jpg,,,,,
em_142,AC Voltmeter,General Radio Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_142,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/c6bd2d19c471f8686ca6f85345394e7694c604c0.jpg,,,,,
em_143,Watt-Hour Meter,Fort Wayne Electric Works,,,Electricity_and_Magnetism,,Storage Location H6a,,,,em_143,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/61964ce6ee3a37aa73b039d4a22d0be30c96f5f5.jpg,,,,,
em_144,Wavemeter,General Radio Co.,,,Electricity_and_Magnetism,,,,,,em_144,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/ea5349a2f3c6ad28b9784360b3c66acda71e476c.jpg,,,,,
em_158,Resistance Bridge,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Bridges,Storage Location B3b,,,,em_158,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/6d095abcf82d492f5542be5587f64a1345f237eb.jpg,,,,,
em_161,Decade Resistance Box,The Muter Co.,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_161,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/559656f2cbd76e15a1e116cb90b4d156b20e47ac.jpg,,,,,
em_177,Electroscope,,,,Electricity_and_Magnetism,Electroscopes,,,,,em_177,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/c9019f36b8be48b632fe1ae9d2c60517dd3f1925.jpg,,,,,
em_187,Unknown Bridge,,,,Electricity_and_Magnetism,Bridges,Display Case H1,,,,em_187,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/1cecd54415b7a646a01bb82181368f4b253ed30e.jpg,,,,,
em_190,Variable Air Condenser,General Radio Co.,,,Electricity_and_Magnetism,,Storage Location H1a,,,,em_190,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a7de9d5422d2723b56a6cdd60c72f4dd15dd6356.jpg,,,,,
em_195,Oscillator rf with Two Tubes,,,,Electricity_and_Magnetism,,,,,,em_195,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/0ba1a651cc5a4066ce367fc5f1d614884810669f.jpg,,,,,
em_219,Motor,,,,Electricity_and_Magnetism,,,,,,em_219,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/022dd92a9d023858a5b53b2b0747f2f41c2ef516.jpg,,,,,
em_229,Variable Inductor,General Radio Co.,,,Electricity_and_Magnetism,,Display Case B5,,,,em_229,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/500d91adb42d0db7a1527e42552e740086a7fd62.jpg,,,,,
em_230,Variable Air Condensor,General Radio Co.,,,Electricity_and_Magnetism,,Display Case B5,,,,em_230,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/aadb2391d0017917c97f6fbc908479bc96f8c6ab.jpg,,,,,
em_231,Receiver and Amplifier,Westinghouse Electric Corp.,,,Electricity_and_Magnetism,,Storage Location H1a,,,,em_231,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/0918b8d93c63b54551849b1e6ad3fdb3aa295cbf.jpg,,,,,
em_232,Support Static Discharge Demos,,,,Electricity_and_Magnetism,,,,,,em_232,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/2bfc21e23b04e791e19d447b43683142eb27e527.jpg,,,,,
em_233,Insulated Stand,,,,Electricity_and_Magnetism,,,,,,em_233,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/d5934ec2e2e974c534e6b685d87f5beefb1ca53a.jpg,,,,,
em_235,DC Voltmeter,W.M. Welch Scientific Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_235,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/2f4cdd5dc63fb76c51a4d6afd8534e93095ba4a9.jpg,,,,,
em_259,AC Ammeter,W.M. Welch Scientific Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3a,,,,em_259,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/462bebabd4afec7a393b8be136a75e968ba94e7c.jpg,,,,,
em_260,AC Voltmeter,Roller-Smith Co.,,,Electricity_and_Magnetism,Analog_Meters,In Storage Location H09a,,,,em_260,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/14dc9ffb2026a17b7f43fa55624f2fb16c8a1ddc.jpg,,,,,
em_261,Galvanometer,GM Laboratories Inc.,,,Electricity_and_Magnetism,Galvanometers,Storage Location B3a,,,,em_261,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/3d3348bf5f5bd3c176dd017e5a832f9cbf11ec3b.jpg,,,,,
em_262,Galvanometer,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Galvanometers,Storage Location B3a,,,,em_262,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/56fe02efdaa7c4bfdf38fa23218f701d83098e3d.jpg,,,,,
em_263,Galvanometer,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Galvanometers,In Storage Location H09a,,,,em_263,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e7924d407fd552d0a979d1981202c3de9dbb5ade.jpg,,,,,
em_264,Galvanometer,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Galvanometers,Storage Location B3a,,,,em_264,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/dd6d107734b4aa0ab195d463866b64013c0a0fd4.jpg,,,,,
em_265,DC Voltmeter,Westinghouse Electric Corp.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3a,,,,em_265,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/2af7ab6cf39c4edf01a97580ccabd8de9d2db04f.jpg,,,,,
em_266,Multimeter,Radio Corporation of America,,,Electricity_and_Magnetism,,Storage Location B3a,,,,em_266,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/2a9a5e05855b369408d8ca639431f5cd295f7d9c.jpg,,,,,
em_267,DC MilliAmmeter,Weston Electric Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_267,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/60a9bf9b8ccacb10387ae67ef30de4166e8368c6.jpg,,,,,
em_269,AC Voltmeter,Jewell Electrical Instrument Co.,1927,,Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_269,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/68ecf97b1881479221db313a8ee48825456e6266.jpg,,,,,
em_274,Multimeter,Argonne Electronics Mfg. Corp,,,Electricity_and_Magnetism,,Storage Location B2b,,,,em_274,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/7e7fa61f0a4b62ecfd12b9a0bf1df69c08859554.jpg,,,,,
em_275,RF Ammeter,Weston Electric Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_275,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/fe988a1c48729e537412548a973316271d8a1087.jpg,,,,,
em_276,DC Ammeter,Weston Electric Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_276,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e78d1186b2b60629e498ac7e3e8843f82d1988ab.jpg,,,,,
em_277,DC Voltmeter,Weston Electric Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_277,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/02eddbfc16f4ffb937aa860a2ab60f2107436780.jpg,,,,,
em_278,MilliAmmeter,Weston Electric Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_278,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/aea4079794ce688782f94317d14a1ba2ace4c20a.jpg,,,,,
em_279,DC Ammeter,Weston Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_279,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/cfda84257b6bce1a58d73960751c8c883a9983d8.jpg,,,,,
em_280,DC Voltmeter,Weston Electric Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_280,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/2de953f02a66b9a3ca12daac754dba2987b4d430.jpg,,,,,
em_281,Decibel Meter,,,,Electricity_and_Magnetism,,Storage Location B2b,,,,em_281,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/f8f77abb45a9c288da3116f1d6ef69142eb2bb29.jpg,,,,,
em_282,Multimeter,Triplett Electrical Instrument Co.,,,Electricity_and_Magnetism,,Storage Location H4a,,,,em_282,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/777c9d77af5ca25e9d5a8959e3b573c1eca1ce71.jpg,,,,,
em_283,DC MilliAmmeter,"Emico
 
 Electrical-Mech Ins't Co.",,,Electricity_and_Magnetism,Analog_Meters,Storage Location H4a,,,,em_283,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/cd728fcee6740c051d9529a57c4e47650db4d2cd.jpg,,,,,
em_285,Breaker Contact,Allen-Bradley Co.,,,Electricity_and_Magnetism,,Storage Location B2b,,,,em_285,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/d799a47ad3d6893e072c135cb7236790cf7e86da.jpg,,,,,
em_286,Voltmeter,Weston Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_286,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/b02caed68f8ef3c21536525981fe274f7a93a421.jpg,,,,,
em_287,DC Ammeter,General Electric Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_287,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/8de15359668d2ed0b274abcaa035214fdaff6bf3.jpg,,,,,
em_335,AC Ammeter,Simpson Electric Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_335,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/9fe212ed5b75a6876a15910d32c42d4cad37229e.jpg,,,,,
em_336,DC Voltmeter,Burlington Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_336,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/b5b91d492593f73f66b18fba5b6a7dac510a3202.jpg,,,,,
em_337,DC Ammeter,"Weston Electric Instrument Co., Daystrom",,,Electricity_and_Magnetism,Analog_Meters,,,,,em_337,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/62bcf70510cc21546e0768313c9485612a853ed7.jpg,,,,,
em_338,DC Ammeter,Weston Electric Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_338,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/8828e4944432b095e06424cc0e28ac199f14b02a.jpg,,,,,
em_339,DB Voltmeter,Simpson Electric Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_339,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/01c8f78c97758e0abf295071af31cedc5c1fb75a.jpg,,,,,
em_340,DC milliammeter,Weston Electric Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_340,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/c24099cdb627c0a6da79de1a2e590f49341424cc.jpg,,,,,
em_341,DC Voltmeter,Weston Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_341,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a46799992b9092f90d1031d0224dae86eaacfdf3.jpg,,,,,
em_342,Power Meter,Weston Electric Instrument Co.,,,Electricity_and_Magnetism,,,,,,em_342,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/f1aa26eb89faf447063c59f5ca6d0a55c6b99ad5.jpg,,,,,
em_343,D.C. volt- and micromhos meter,Weston Electrical Instrument Co.,,,Electricity_and_Magnetism,,,,,,em_343,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/df0fcdb421122b894b22845ee02c042746b2f6af.jpg,,,,,
em_344,DC Voltmeter,Weston Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_344,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/7fb63b839472ac9c6494bd4d45fe564033e4bb51.jpg,,,,,
em_345,DB Power Meter,Simpson Electric Co.,,,Electricity_and_Magnetism,,,,,,em_345,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/df854d587b89d956ce2c95bf9831adf537b8e4b3.jpg,,,,,
em_346,DC Voltmeter,Simpson Electric Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_346,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/5606d1aa1ea7cc43d30563b9f478ce713a06a3d8.jpg,,,,,
em_347,Electrometer,Central Scientific Co.,,,Electricity_and_Magnetism,,Storage Location B2b,,,,em_347,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/d151e7ac9f78de9ef7bf394f2d8b1740babb95b1.jpg,,,,,
em_348,DC Voltmeter,Simpson Electric Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_348,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/4c54fd57f15d15bf7fc93d5b260fdbf0faa749cd.jpg,,,,,
em_349,DC Voltmeter,W. M. Welch Scientific Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_349,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/42337128075ca35a6e6802b17bebaae56f7b0513.jpg,,,,,
em_350,AC Voltmeter,Weston Electric Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_350,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/202c4aba5ac321ed0dc83ece218e98268b603320.jpg,,,,,
em_351,DC Voltmeter,Simpson Electric Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_351,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/2ebcab5cd509df905732f668439dc95db4b1ecb7.jpg,,,,,
em_352,Electric Power Meter,Weston Electric Instrument Co.,,,Electricity_and_Magnetism,,Storage Location B2b,,,,em_352,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/cc2976a1dc56bc9bb2230904757efa79378c5733.jpg,,,,,
em_353,DC Milliammeter,Weston Electric Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_353,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/3154666edc495008d4163cd9a1ff3845813e2b55.jpg,,,,,
em_354,DC Milliammeter,Weston Electrical Instrument Corp.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_354,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/24b297cf152396a4a268a7d0d7fe8518bfaa8f70.jpg,,,,,
em_355,Meter,Simpson Electric Co.,,,Electricity_and_Magnetism,,,,,,em_355,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/b9639240bb255b29a6430f0a45da325f79d02fdf.jpg,,,,,
em_356,VU Meter,"Calectro, GC Electronics",,,Electricity_and_Magnetism,,,,,,em_356,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/ac0edaf6ff6847077d1c9a905b7bbb95632c5952.jpg,,,,,
em_357,VU Meter,Simpson Electric Co.,,,Electricity_and_Magnetism,,Storage Location B2b,,,,em_357,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/3060844c35b523c5f0cba06083aab5406c9fb860.jpg,,,,,
em_358,AC Ammeter,Weston Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_358,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/7b60a036d3f6c1a19f8330e92a39b93ec373afbb.jpg,,,,,
em_359,DC MilliAmmeter,Burdick,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_359,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/46ce070bf33c734d93888e08320ab39b679c37c6.jpg,,,,,
em_360,DC MilliAmmeter,Simpson Electric Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_360,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/f35a178f25b17720d88284ee3144adb903d9f221.jpg,,,,,
em_361,Analog Meter,,,,Electricity_and_Magnetism,,Storage Location B3a,,,,em_361,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a2c97895784e6bd25349d3b21da61dc6bf07afc0.jpg,,,,,
em_362,ThermoAmmeter,Weston Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_362,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/03454b57d02e84f449e6602cf1072e672b6cc04e.jpg,,,,,
em_363,DC MilliAmmeter,,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_363,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a5346cbca3de7893c0ea36f05f569308033f84e7.jpg,,,,,
em_364,DC Voltmeter,Triplett Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_364,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/76601ef9f5853f0d9c588517dca43e961a3f56e3.jpg,,,,,
em_365,DC MilliAmmeter,Westinghouse Electric Corp.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_365,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/6094fc3b2e6eefa6e297d98d2b3c919baf5ea44c.jpg,,,,,
em_366,DC MilliAmmeter,General Electric Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_366,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/380d6260fe816abc5bbeae3db0d5dd2c5203098a.jpg,,,,,
em_367,DC MilliAmmeter,Westinghouse Electric Corp.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_367,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/1d2d2a3d8228f7801bd9b7bf25664c2d562a25e5.jpg,,,,,
em_369,AC Voltmeter,Triplett Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_369,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/0e7d56cebec31e444afb517d462035655c19dce9.jpg,,,,,
em_370,DC Voltmeter,Triplett Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_370,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/da99c4dabb4a2584efc6311f2e311e0a67cb91e9.jpg,,,,,
em_371,AC Voltmeter,General Electric Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_371,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/c520f9f2536192fb27c4d009a9b0879b668165b2.jpg,,,,,
em_372,AC Voltmeter,Westinghouse Electric Corp.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_372,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a380cceaeb004ab2445268e660238df6d26c3a39.jpg,,,,,
em_373,DC Voltmeter,The Heath Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_373,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/0fc11c7533f1fbac01516514b0a90f8fff1b8121.jpg,,,,,
em_374,AC Voltmeter,Simpson Electric Co.,,,Electricity_and_Magnetism,Analog_Meters,In Storage Location H08b,,,,em_374,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/8e5149b4db371bc3fb93f461fe9c8a8eac7eae3d.jpg,,,,,
em_375,DC Voltmeter,Simpson Electric Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_375,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/af192fee8ffd772eb4722bda5d3b89424eddf074.jpg,,,,,
em_376,DC Voltmeter,Weston Electrical Instrument Co.,,,Electricity_and_Magnetism,Analog_Meters,,,,,em_376,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/ba432c263aef39465a123b0ae6cddeb5ccdfae6a.jpg,,,,,
