objectid,title,creator,date,description,collection,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,extra
me_050,Specific Gravity Balance,"Henry Troemner, Inc.",,,Mechanics,,Storage Location H2b,,,,me_050,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/4cd89d9263de22222ea2746d035fe15c9d3c51a6.jpg,,,,,
me_106,Weights,,,,Mechanics,,,,,,me_106,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/ff44a91b525e72ec506e67b262db9cbca5ab504e.jpg,,,,,
op_032,Photometer Head,Krüss Optronic GmbH,,,Optics,,Storage Location Prep Room,,,,op_032,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/d715bb3c7546f824e5377f0632ec9b41709a46cc.jpg,,,,,
op_034,Photometer Head,Krüss Optronic GmbH,,,Optics,,Storage Location Prep Room,,,,op_034,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/b68f6803109b5948c4907a9486577a7c9d781d4d.jpg,,,,,
op_037,Photometer Head,Central Scientific Co.,,,Optics,,Storage Location Prep Room,,,,op_037,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a1b534878293ff27a1406bcd939f125825ace668.jpg,,,,,
te_278,Mechanical Calculator,Marchant Calculating Machine Co.,1920,,Technology,,Storage Location H2b,,,,te_278,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/2ef9f151730f8b0f9bd3e248cc4be7edbf69a431.jpg,,,,,
te_279,Surveyor’s Level,James W. Queen & Co.,,,Technology,,Storage Location Prep Room,,,,te_279,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/493cf4ef71977f79e2b77045e531d9aa7d3245c4.jpg,,,,,
em_079,Galvanometer,Griffin and George Ltd,,,Electricity_and_Magnetism,,,,,,em_079,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/3b5e962343d9618af283cc231c4808205312a204.jpg,,,,,
em_157,Induction Coil,,,,Electricity_and_Magnetism,,Storage Location H3b,,,,em_157,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/f329e6af0d66d27763ae9f921daa04dea0bd8869.jpg,,,,,
me_001,Homemade Collision Cart,,,,Mechanics,,Located in H9 Display Case,,,,me_001,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/02413407ed57a594b5215806cd029d90eaa8a97b.jpg,,,,,
me_003,Moment of Inertia Apparatus,,,,Mechanics,,Storage Location H3b,,,,me_003,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/ac198c2b4c6f92f523786738dbb8f0ae9cf22407.jpg,,,,,
me_102,Scale,Schaar,,,Mechanics,,,,,,me_102,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/7723453571e509e1bc2dea0f5dae1eaa0b05efad.jpg,,,,,
me_103,Mechanical Vibrator,Central Scientific Co.,,,Mechanics,,,,,,me_103,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/65869b6828b5767c32eda416526dba4efbc252ba.jpg,,,,,
me_104,Scale,"Fairbanks Scales, Inc.",,,Mechanics,,Dead Storage Room,,,,me_104,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/07c9617f6e0719c0383b83141f0692fc6ec05532.jpg,,,,,
me_105,Scale,"Fairbanks Scales, Inc.",,,Mechanics,,,,,,me_105,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/8c6673388317d8483df904c7ea7e9615aadb89b2.jpg,,,,,
op_102,Abbe Camera Lucinda,,,,Optics,,Storage Location H3b,,,,op_102,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/6206dd999258e2d85fddd923914cc56f1202e184.jpg,,,,,
te_227,Dictaphone Cylinder,,,,Technology,,Storage Location H3b,,,,te_227,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/66d998907fa2caddd7fe7db0de13d7979c7381fb.jpg,,,,,
te_228,IBM Punch Card Fortran Code,,1965,,Technology,,,,,,te_228,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/9644fde0d4001829e2c1dba4097881303e713d32.jpg,,,,,
te_229,Globe,,,,Technology,,Storage Location H3b,,,,te_229,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a5d5f4ae9a0590c865743a08430c77a45140e614.jpg,,,,,
th_010,Thermometer,,,,Thermodynamics,,,,,,th_010,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/0bb51737fb4b427908f49853940ecd10d60bc572.jpg,,,,,
th_016,Dewpoint,,,,Thermodynamics,,Storage Location H3b,,,,th_016,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/34735e7094049512118a81f8259bdce925038592.jpg,,,,,
em_200,Dumont Oscillograph,Allen B. DuMont Laboratories Inc.,,,Electricity_and_Magnetism,Oscilloscopes,Dead Storage Room,,,,em_200,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/31e0d9aa36a9adbbcf0ef64b6780c01437505d71.jpg,,,,,
em_201,Oscillograph,General Electric Co.,,,Electricity_and_Magnetism,,,,,,em_201,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/136e070844da55713123eabd3b7bc5b5245ae681.jpg,,,,,
em_207,Variable Resistor,James G. Biddle Co.,,,Electricity_and_Magnetism,,Storage Location H4a,,,,em_207,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e08fd22321105033c2f22900d256ca686a6221cf.jpg,,,,,
em_211,Variable Resistor,,,,Electricity_and_Magnetism,,Storage Location F2b,,,,em_211,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/1152dd70c5a62dc4ac6f1239c29a63f4f1e5248e.jpg,,,,,
em_226,Standard Solenoid,,,,Electricity_and_Magnetism,,Dead Storage Room,,,,em_226,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/50e957f00e36b71cac38c9e7ab0e07b5061ab533.jpg,,,,,
em_321,Amplifier,Western Electric Co.,,,Electricity_and_Magnetism,,,,,,em_321,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/fdcdfd6fbd85762f94dd06ba34b5590ed3aac4cf.jpg,,,,,
em_322,UniversalMeter,Weston Electrical Instrument Co.,,,Electricity_and_Magnetism,,,,,,em_322,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/6a3f6a378d4da64f4fc0d87c7c6d55db798d0d93.jpg,,,,,
em_413,Sine/Square Wave Generator,The Heath Co.,,,Electricity_and_Magnetism,,,,,,em_413,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/97b99aa116c68602beed0ad18e13227e7223cbb1.jpg,,,,,
me_200,Mechanical Vibrator,,,,Mechanics,,Dead Storage Room,,,,me_200,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/886f4d33d9e73e1f30befad1d43a23a5ae04d571.jpg,,,,,
me_201,Mechanical Vibrator,Central Scientific Co.,,,Mechanics,,Dead Storage Room,,,,me_201,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/b098f9858d33664863d6cfe3b15e328fabf42d69.jpg,,,,,
me_202,Leroy Lettering Set,Keuffel and Esser Co.,,,Mechanics,,Dead Storage Room,,,,me_202,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/8c451d1bba9e10a41d2df84753017b50b40f9c7f.jpg,,,,,
me_204,Resonance Box,Central Scientific Co.,,,Mechanics,,,,,,me_204,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/6b3bbef4fe52fd941b635f69fcda4202d616710a.jpg,,,,,
me_206,Scale,Christian Becker Inc.,,,Mechanics,,,,,,me_206,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/64211e985172558846bdb4c9cb501997ce7af32a.jpg,,,,,
nu_104,Multichannel Analyzer 512 Channel and Teletype (nu_103),Nuclear Data Corporation,,,Modern_Physics,,Dead Storage Room,,,,nu_104,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/86590f15cbfa30800e2eb84eba7cf9f45ceb2e9e.jpg,,,,,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/3487e79c45ce3ea7bf4eada142d8a32ffd4616de.jpg
op_031,Spectrometer,Central Scientific Co.,,,Optics,,Dead Storage Room,,,,op_031,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/535b29534a9e369e4612c6201a648c23a3e006f2.jpg,,,,,
op_101,Spectrometer,Spencer Lens Co.,,,Optics,,Dead Storage Room,,,,op_101,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/56de1c3641ed79eaf2f424378fded6bd77af422a.jpg,,,,,
op_106,Spectrometer,,,,Optics,,,,,,op_106,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e2c37dd71299408b1599b6780c5547575ae790d9.jpg,,,,,
nu_101,Radiation Monitor,Nuclear Instruments and Chemical Corp.,,,Modern_Physics,,,,,,nu_101,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/422bdce1f1badd6a44ead8a7a24c65da47fb7060.jpg,,,,,
te_169,Polaroid Camera,Polaroid Corp.,,,Technology,,Dead Storage Room,,,,te_169,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e366447577e706f857b8e55f213fd06ae4150793.jpg,,,,,
te_175,Polaroid Camera,Polaroid Corp.,,,Technology,,,,,,te_175,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/e880060b53b9df9ddc77f1c1309dd51a9c052aa6.jpg,,,,,
te_230,Oscilloscope,The Heath Co.,,,Electricity_and_Magnetism,Oscilloscopes,Dead Storage Room,,,,te_230,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a438e517a32f4c47341dbfee9576b00e53c6959f.jpg,,,,,
te_234,Oscilloscope,Telequipment Co. (Tektronix),,,Electricity_and_Magnetism,Oscilloscopes,Dead Storage Room,,,,te_234,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/9fadd9a5533b558e3f620c60b5949515eafcc626.jpg,,,,,
te_235,Oscilloscope with Cart,"Tektronix, Inc.",,,Electricity_and_Magnetism,Oscilloscopes,Dead Storage Room,,,,te_235,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/f6eae338de7cdb1883750fd8d0e5d823e4ec53d4.jpg,,,,,
te_237,Storage Oscilloscope with Cart,"Tektronix, Inc.",,,Electricity_and_Magnetism,Oscilloscopes,Dead Storage Room,,,,te_237,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/9b77824469812424e1ef80f159f685c2eb81a99f.jpg,,,,,
te_239,Dual-Beam Oscilloscope with Cart,"Tektronix, Inc.",,,Electricity_and_Magnetism,Oscilloscopes,Dead Storage Room,,,,te_239,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/bc25fd3b6f4b7384e276d4f978a8436e5e03d212.jpg,,,,,
te_242,Oscilloscope,Hewlett Packard Co.,,,Electricity_and_Magnetism,Oscilloscopes,,,,,te_242,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/65e7b5d6e455fe718eab727237aee5e842c8abb0.jpg,,,,,
te_243,Howell Weir Guage,Weir Gauge Manufacturing Co.,,,Technology,,Dead Storage Room,,,,te_243,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/6ecdad4ee2358cc5279b69350e7f38913c7d91f8.jpg,,,,,
te_244,Oscilloscope,"Tektronix, Inc.",,,Electricity_and_Magnetism,Oscilloscopes,Dead Storage Room,,,,te_244,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/67b4fa4624424e44d663f0a4839bf10834424ad6.jpg,,,,,
te_247,Calculator Keyboard,"Wang Laboratories, Inc.",,,Technology,,Dead Storage Room,,,,te_247,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/29007ea4ed9c6eddbbdf3e0de162616b303fc499.jpg,,,,,
te_250,Sextant,Jordan,,,Technology,,Storage Location Prep Room,,,,te_250,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/cbecd3ce90ab2985fb0166b4fda4ee87d6b32a0a.jpg,,,,,
te_252,Amateur Printer,Eastman Kodak Co.,,,Technology,,Dead Storage Room,,,,te_252,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/033e189a48b5a4ab27c170226594d2999a26b4c1.jpg,,,,,
te_254,Typewriter,Underwood Typewriter Co.,,,Technology,,,,,,te_254,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/c6f2b604e147ad1f586d23d92404304037b0d998.jpg,,,,,
te_256,Calculator,Monroe Calculating Machine Company,,,Technology,,,,,,te_256,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/d593cc7d9c2c5e6f24312fa57f8c48faa78e839b.jpg,,,,,
te_258,Calculator,Monroe Calculating Machine Company,,,Technology,,,,,,te_258,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/9fc45a23f763f4fb2bfd772c51cf7fa2f5599bd7.jpg,,,,,
te_291,Transit Telescope,Fauth & Co.,,,Technology,,,,,,te_291,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/02fe5101ae4fb4c663fb2e3d7ad090619b3d29fa.jpg,,,,,
op_033,Optical Slit,James W. Queen & Co.,,,Optics,,,,,,op_033,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/baaa7353f93b1f487628420f7521d15288aff373.jpg,,,,,
me_210,Scale,,,,Mechanics,,Storage Location F2b,,,,me_210,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a63540b44b40dc5c54434982c5c825983ee4c9cb.jpg,,,,,
me_212,Scale,"Fairbanks Scales, Inc.",,,Mechanics,,Storage Location F2b,,,,me_212,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/9d6749b1678d31888eb5b45a9c33b7493d6580d5.jpg,,,,,
me_213,Scale,"Fairbanks Scales, Inc.",,,Mechanics,,Storage Location F2b,,,,me_213,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/a8e1b162eeb59f0037f58df0296dd29ee542cb76.jpg,,,,,
op_036,Ives Simplex Spectroscope,,,,Optics,,Storage Location F2b,,,,op_036,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/6bf139d07b6c45daddf1af5afeb85941c634378d.jpg,,,,,
bd_001,Goodnow Hall,,,,Buildings,,,,,,bd_001,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/72d40610b5a56c1d108b2264da5b1c29004d880c.jpg,,,,,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/d09c164cf2b3ed8daa4121ef88ee400484df08ad.jpg
dc_001,Display Case Map,,,,Documents,LocalMap,,,,,dc_001,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/dd4a052d2716b6eaf5c973424a165c10c1207c7d.jpg,,,,,
mm_200,test item 3 mm_200,Clark,,,Mechanics,Telescope,,,,,mm_200,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/b3113f34ebde0082dc50c19eb8a0f3aff6f69976.jpg,,,,,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/6434512a3945447f0bc3923d076c0b23ed1195d8.png
mm_201,mm_201,,,,,,,,,,mm_201,image,image/jpg,,,,image,,,,,,
Lc1995,Test Libby,Libby,,,Physics collection,tools,Ab basement,,,,Lc1995,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/027a885ca273d18ec47ed3ea05031bd86b55f1b7.jpg,,,,,
xz_296,HP35 Calculator xz_296,,,,,,,,,,xz_296,image,image/jpg,,,,image,,,,,,
xy_183,xy_183 new title,,,,Technology,,Storage Location Prep Room,,,,xy_183,image,image/jpg,,,,image,,,,,,
xy_264,new title xy_264,,,,Technology,,Storage Location B1a,,,,xy_264,image,image/jpg,,,,image,,,,,,
xy_263,Olympus Camera xy_263,,,,,,Display Case B1,,,,xy_263,image,image/jpg,,,,image,,,,,,
xy_264,canonA95 xy_264,,,,,,Display Case B4,,,,xy_264,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/11e7761aeb227935ba0689fbbd57a3eedb22f57c.jpg,,,,,
xz_006,Four Tuning Forks xz_006,L. Landry,1900,,Acoustics,,Display Case H3,,,,xz_006,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/16689876869551c1f40ed6243d00f9a76bceafe6.jpg,,,,,
xy_006,Four Tuning Forks xy_006,L. Landry,1900,,Acoustics,,Display Case H3,,,,xy_006,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/31d1697a32024eda2cc168db4740579078a20226.jpg,,,,,
xy_007,Metal Whistle xy_007,,,,Acoustics,,Display Case H3,,,,xy_007,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/cffb1431108a7a0e4578a8da7427dda5c52bfec3.jpg,,,,,
xy_010,Metronome xy_010,,,,Acoustics,,Display Case H3,,,,xy_010,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/95daab83c7a114f3b28eda446b27a15a5041d247.jpg,,,,,
gg_887,gg_887,,,,,,,,,,gg_887,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/d22a147d806eba04cc6607b53767ba35d0079049.jpg,,,,,
te_264,Canon PowerShot A95 Camera,Canon Inc.,2004,,Technology,,Storage Location F1a,,,,te_264,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/9f7809cc051ebc73ba8331e1b2036642578e5d87.jpg,,,,,
te_183,Vest Pocket Autographic Kodak Camera,Eastman Kokak,1920,,Technology,,Storage Location Prep Room,,,,te_183,image,image/jpg,,,,image,https://digital-grinnell.nyc3.digitaloceanspaces.com/omeka-s/digital-grinnell/original/7b712895d06f17ea344097b9efd8c5706df9b47c.jpg,,,,,
